68	32.77
196	94.6
244	119.04
296	144.13
328	160.33
376	181.89
544	263.11
452	218.65
400	194.65
348	169.3
280	136
200	96.89
80	25.51
180	58.71
268	86.5
324	104.67
368	119.70
392	126.6
352	113.31
316	101.56
272	88.25
216	69.56
160	51.83
100	32.19
48	9.68
108	21.13
196	37.67
364	70.40
472	90.87
572	110.00
588	113.13
488	94.00
428	82.69
340	65.30
268	51.57
140	27.00
